"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","Ros","+/-","GP","GS","Min","G","A","A2","KP","AF","SOT","SOP","TkW","TLM","DIS","FS","YC","RC","ACNC","Int","IntB","CLO","CLR","CoS","BS","AER","PKM","PKD","OG","GAO","MCS"
"*052cc*","Billy Gilmour","BHA","M","495","FA","BHA 4<br/>@TOT 1 F","6.58","3.29","0%","0%","2","1","95","0","0","0","0","0","0","0","3","0","0","3","0","0","0","0","0","0","1","1","0","0","0","0","0","1","7"
"*066iz*","Lewis Orford","WHU","M","497","FA","WHU 3<br/>@IPS 1 F","6.25","3.12","0%","0%","2","0","45","0","0","0","2","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0"
"*05ubt*","Harry Clarke","IPS","D","496","FA","WHU 3<br/>@IPS 1 F","6.25","0.89","0%","0%","7","4","375","0","0","0","1","0","1","0","3","0","2","1","1","1","0","4","0","0","12","1","4","10","0","0","1","9","0"
"*06mnn*","Chadi Riad","CRY","D","498","FA","CRY 1<br/>@LIV 1 F","5","5","2%","0%","1","1","90","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","2","0","0","0","2","0"
"*05uhw*","Samuel Edozie","SOU","M","499","FA","ARS 2<br/>@SOU 1 F","4.75","2.38","0%","0%","2","0","63","0","0","0","1","0","0","0","1","0","0","1","1","0","1","0","0","0","0","2","0","0","0","0","0","0","0"
"*05ye7*","Oscar Bobb","MCI","M","500","FA","MCI 2<br/>@FUL 0 F","4.54","1.51","26%","+4%","3","0","12","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","1","4"
"*06mnd*","Eric da Silva Moreira","NOT","F","501","FA","CHE 1<br/>@NOT 0 F","4.5","2.25","0%","0%","2","0","27","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1"
"*062ft*","Tyrell Malacia","MUN","D","502","FA","AVL 0<br/>@MUN 2 F","4.28","1.43","0%","0%","3","2","98","0","0","0","1","0","0","0","1","0","2","2","1","0","0","1","0","0","1","1","0","0","0","0","0","1","8"
"*06441*","Martial Godo","FUL","F","503","FA","MCI 2<br/>@FUL 0 F","4.25","2.12","0%","0%","2","0","19","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","13"
"*02lkt*","Ali Al-Hamadi","IPS","F","505","FA","WHU 3<br/>@IPS 1 F","4","0.36","0%","0%","11","0","116","0","0","0","2","0","0","0","0","0","4","3","3","0","0","0","0","0","2","4","0","5","0","0","0","5","1"
"*05opn*","Carlos Vinicius","FUL","F","506","FA","MCI 2<br/>@FUL 0 F","4","1.33","0%","0%","3","0","10","0","0","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","1","2"
"*06ra5*","Albert Gronbaek","SOU","M","507","FA","ARS 2<br/>@SOU 1 F","4","1","0%","0%","4","2","139","0","0","0","1","0","0","0","1","0","4","1","0","0","0","0","0","0","1","0","1","2","0","0","0","3","0"
"*06qwh*","Ben Winterburn","BOU","M","508","FA","LEI 0<br/>@BOU 2 F","3.51","0.88","0%","0%","4","0","20","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","1","0","0","0","0","1"
"*06mnm*","Marc Guiu","CHE","F","509","FA","CHE 1<br/>@NOT 0 F","3.25","1.08","3%","0%","3","0","68","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"*06roj*","Chido Obi-Martin","MUN","F","511","FA","AVL 0<br/>@MUN 2 F","3.25","0.46","1%","0%","7","1","155","0","0","0","0","0","1","0","1","0","1","1","1","0","0","0","0","0","1","1","0","2","0","0","0","5","12"
"*06r7j*","Joachim Kayi-Sanda","SOU","D","510","FA","ARS 2<br/>@SOU 1 F","3.25","1.62","0%","0%","2","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","1","0"
"*06rm9*","Nasser Djiga","WOL","D","512","FA","BRF 1<br/>@WOL 1 F","3.13","0.63","0%","0%","5","1","64","0","0","0","0","0","0","0","0","0","2","1","0","0","0","2","0","0","4","0","0","1","0","0","0","2","17"
"*05gcq*","Daniel Podence","WOL","M","513","FA","BRF 1<br/>@WOL 1 F","3","1.5","0%","0%","2","0","44","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0"
"*05ygj*","Chiquinho","WOL","F","514","FA","BRF 1<br/>@WOL 1 F","3","3","0%","0%","1","0","5","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"*0372y*","Matt Targett","NEW","D","515","FA","EVE 1<br/>@NEW 0 F","2.98","1.49","0%","0%","2","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","11"
"*06nvc*","Asher Agbinone","CRY","M","516","FA","CRY 1<br/>@LIV 1 F","2.75","1.38","0%","0%","2","0","2","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qgn*","Shumaira Mheuka","CHE","F","517","FA","CHE 1<br/>@NOT 0 F","2.5","2.5","0%","0%","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"*06phr*","Gustavo Nunes","BRF","F","518","FA","BRF 1<br/>@WOL 1 F","2.5","0.83","0%","0%","3","0","10","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0"
"*066sc*","Nathan Butler-Oyedeji","ARS","M","519","FA","ARS 2<br/>@SOU 1 F","2.06","2.06","0%","0%","1","0","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"*06few*","Youssef Chermiti","EVE","F","521","FA","EVE 1<br/>@NEW 0 F","2","0.5","0%","0%","4","0","39","0","0","0","0","0","1","0","0","0","1","1","1","0","0","0","0","0","0","1","0","2","0","0","0","0","0"
"*06onu*","Roman Dixon","EVE","D","520","FA","EVE 1<br/>@NEW 0 F","2","2","0%","0%","1","1","90","0","0","0","0","0","0","0","5","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","4","0"
"*06r7f*","Julio Soler","BOU","D","522","FA","LEI 0<br/>@BOU 2 F","1.88","0.63","0%","0%","3","0","8","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"*06kwp*","Josh Acheampong","CHE","D","523","FA","CHE 1<br/>@NOT 0 F","1.72","0.43","4%","0%","4","2","167","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","0","0","1","1","0","1","0","0","0","3","7"
"*06nvb*","Caleb Kporha","CRY","D","525","FA","CRY 1<br/>@LIV 1 F","1.5","0.75","0%","0%","2","0","10","0","0","0","0","0","0","0","1","0","2","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0"
"*06rlf*","Eiran Cashin","BHA","M","524","FA","BHA 4<br/>@TOT 1 F","1.5","0.75","0%","0%","2","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","2","0"
"*06r9x*","Vitor Reis","MCI","D","526","FA","MCI 2<br/>@FUL 0 F","1.32","1.32","0%","0%","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1"
"*06s7s*","Harry Howell","BHA","M","529","FA","BHA 4<br/>@TOT 1 F","1.25","1.25","1%","0%","1","0","5","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066iy*","Kaelan Casey","WHU","D","527","FA","WHU 3<br/>@IPS 1 F","1.25","1.25","0%","0%","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0"
"*0643w*","Ryan Trevitt","BRF","M","532","FA","BRF 1<br/>@WOL 1 F","1.25","1.25","0%","0%","1","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mg1*","Marcus Harness","IPS","M","528","FA","WHU 3<br/>@IPS 1 F","1.25","0.62","0%","0%","2","0","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","2","0"
"*06r9g*","Zain Silcott-Duberry","BOU","F","530","FA","LEI 0<br/>@BOU 2 F","1.25","1.25","0%","0%","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"*05w9r*","Takehiro Tomiyasu","ARS","D","531","FA","ARS 2<br/>@SOU 1 F","1.25","1.25","0%","0%","1","0","5","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"*06byb*","Samuel Amo-Ameyaw","SOU","F","533","FA","ARS 2<br/>@SOU 1 F","1","0.5","0%","0%","2","0","24","0","0","0","1","0","0","0","0","0","2","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mp2*","Ronnie Edwards","SOU","D","534","FA","ARS 2<br/>@SOU 1 F","1","1","0%","0%","1","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0"
"*066sz*","Alfie Dorrington","TOT","D","535","FA","BHA 4<br/>@TOT 1 F","0.8","0.8","0%","0%","1","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12"
"*06onv*","Harrison Armstrong","EVE","M","536","FA","EVE 1<br/>@NEW 0 F","0.76","0.25","1%","0%","3","0","47","0","0","0","1","0","0","0","0","0","3","2","1","0","0","0","0","0","1","1","0","0","0","0","0","1","1"
"*06s7u*","Jake Evans","LEI","F","538","FA","LEI 0<br/>@BOU 2 F","0.75","0.19","0%","0%","4","0","18","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","14"
"*06s7t*","Olabade Aluko","LEI","D","537","FA","LEI 0<br/>@BOU 2 F","0.75","0.75","-","-","1","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06dpw*","Ji-Soo Kim","BRF","D","539","FA","BRF 1<br/>@WOL 1 F","0.73","0.24","0%","0%","3","0","26","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","11"
"*06rpm*","Mateus Mane","WOL","F","540","FA","BRF 1<br/>@WOL 1 F","0.5","0.5","34%","+1%","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"*04civ*","Scott McTominay","MUN","M","541","FA","AVL 0<br/>@MUN 2 F","0.31","0.15","0%","0%","2","0","15","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","5"
"*06igr*","Michael Golding","LEI","M","543","FA","LEI 0<br/>@BOU 2 F","0.01","0.01","0%","0%","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"*064a1*","Boubacar Traore","WOL","M","544","FA","BRF 1<br/>@WOL 1 F","0.01","0.01","0%","0%","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"*061vk*","Jaidon Anthony","BOU","F","559","FA","LEI 0<br/>@BOU 2 F","0","0","82%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051k8*","Conor Gallagher","CHE","M","632","FA","CHE 1<br/>@NOT 0 F","0","0","50%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06r2g*","Rio Ngumoha","LIV","F","734","FA","CRY 1<br/>@LIV 1 F","0","0","48%","+11%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05t6y*","Hannibal Mejbri","MUN","M","709","FA","AVL 0<br/>@MUN 2 F","0","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06329*","Manor Solomon","TOT","F","796","FA","BHA 4<br/>@TOT 1 F","0","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066sh*","Bashir Humphreys","CHE","D","657","FA","CHE 1<br/>@NOT 0 F","0","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066nn*","Ben Doak","LIV","F","614","FA","CRY 1<br/>@LIV 1 F","0","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hze*","Treymaurice Nyoni","LIV","M","738","FA","CRY 1<br/>@LIV 1 F","0","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*067x6*","Max Alleyne","MCI","D","553","FA","MCI 2<br/>@FUL 0 F","0","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062p0*","Stefan Bajcetic","LIV","M","564","FA","CRY 1<br/>@LIV 1 F","0","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*068yr*","Hamed Traore","BOU","M","804","FA","LEI 0<br/>@BOU 2 F","0","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062og*","Aaron Hickey","BRF","D","651","FA","BRF 1<br/>@WOL 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06442*","Zach Abbott","NOT","D","545","FA","CHE 1<br/>@NOT 0 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061xw*","Joe Worrall","NOT","D","822","FA","CHE 1<br/>@NOT 0 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qq9*","Luca Williams-Barnett","TOT","F","818","FA","BHA 4<br/>@TOT 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066t2*","Will Lankshear","TOT","F","685","FA","BHA 4<br/>@TOT 1 F","0","0","0%","0%","3","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7"
"*06qvu*","Tom Edozie","WOL","F","621","FA","BRF 1<br/>@WOL 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06dpv*","Omari Kellyman","CHE","M","671","FA","CHE 1<br/>@NOT 0 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0620k*","Nayef Aguerd","WHU","D","547","FA","WHU 3<br/>@IPS 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ogh*","Harrison Ashby","NEW","D","562","FA","EVE 1<br/>@NEW 0 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061z3*","Fabio Vieira","ARS","M","810","FA","ARS 2<br/>@SOU 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mul*","Jack Fletcher","MUN","F","626","FA","AVL 0<br/>@MUN 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06do1*","Zach Marsh","CRY","F","698","FA","CRY 1<br/>@LIV 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06prv*","Jamaldeen Jimoh","AVL","M","662","FA","AVL 0<br/>@MUN 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rjn*","Jesurun Rak-Sakyi","CRY","M","767","FA","CRY 1<br/>@LIV 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05x9k*","Jeremy Sarmiento","BHA","F","786","FA","BHA 4<br/>@TOT 1 F","0","0","0%","0%","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7"
"*06r5d*","Min-Hyeok Yang","TOT","F","825","FA","BHA 4<br/>@TOT 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*068ys*","Naouirou Ahamada","CRY","M","548","FA","CRY 1<br/>@LIV 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06r5m*","Aaron Anselmino","CHE","D","558","FA","CHE 1<br/>@NOT 0 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06r7l*","Bradley Burrowes","AVL","M","585","FA","AVL 0<br/>@MUN 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qvv*","Malachi Hardy","TOT","D","640","FA","BHA 4<br/>@TOT 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mnb*","Samuel Iling-Junior","AVL","F","660","FA","AVL 0<br/>@MUN 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06pez*","Mohamadou Kante","WHU","M","668","FA","WHU 3<br/>@IPS 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ewy*","Alex Murphy","NEW","D","726","FA","EVE 1<br/>@NEW 0 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rrr*","Hindolo Mustapha","CRY","M","728","FA","CRY 1<br/>@LIV 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05oji*","Rhys Williams","LIV","D","817","FA","CRY 1<br/>@LIV 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05wwd*","Joshua Wilson-Esbrand","MCI","D","821","FA","MCI 2<br/>@FUL 0 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06msb*","Malick Yalcouye","BHA","M","824","FA","BHA 4<br/>@TOT 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06q2g*","Dante Cassanova","TOT","D","592","FA","BHA 4<br/>@TOT 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ib6*","Tawanda Chirewa","WOL","M","595","FA","BRF 1<br/>@WOL 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062cl*","Issa Kabore","MCI","D","664","FA","MCI 2<br/>@FUL 0 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06roh*","Sekou Kone","MUN","M","679","FA","AVL 0<br/>@MUN 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06tf6*","Bendito Mantato","MUN","M","695","FA","AVL 0<br/>@MUN 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mgk*","Jayden Meghoma","SOU/BRF","D","708","FA","BRF 1<br/>@WOL 1 F","0","0","0%","0%","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qq8*","Callum Olusesi","TOT","M","748","FA","BHA 4<br/>@TOT 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061z5*","Calvin Ramsay","LIV","D","769","FA","CRY 1<br/>@LIV 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06r3w*","Remy Rees-Dottin","BOU","F","771","FA","LEI 0<br/>@BOU 2 F","0","0","0%","0%","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rrq*","Reggie Walsh","CHE","M","812","FA","CHE 1<br/>@NOT 0 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06l4c*","Ethan Wheatley","MUN","F","814","FA","AVL 0<br/>@MUN 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*067y2*","Daniel Adu-Addei","BOU","M","546","FA","LEI 0<br/>@BOU 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04u6i*","Leander Dendoncker","AVL","M","610","FA","AVL 0<br/>@MUN 2 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06shp*","Landon Emenalo","CHE","D","622","FA","CHE 1<br/>@NOT 0 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06fwo*","Enso Gonzalez","WOL","F","635","FA","BRF 1<br/>@WOL 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uhl*","Kaide Gordon","LIV","F","636","FA","CRY 1<br/>@LIV 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06492*","Sasa Kalajdzic","WOL","F","666","FA","BRF 1<br/>@WOL 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mgn*","Rio Kyerematen","TOT","M","683","FA","BHA 4<br/>@TOT 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03pig*","Jamaal Lascelles","NEW","D","687","FA","EVE 1<br/>@NEW 0 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qwj*","Ezra Mayers","WHU","D","701","FA","WHU 3<br/>@IPS 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rnn*","Sean Neave","NEW","F","731","FA","EVE 1<br/>@NEW 0 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06nk3*","Josh Nichols","ARS","D","735","FA","ARS 2<br/>@SOU 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r93*","Tyler Onyango","EVE","M","750","FA","EVE 1<br/>@NEW 0 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062op*","Omar Richards","NOT","D","772","FA","CHE 1<br/>@NOT 0 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062oi*","Kaden Rodney","CRY","M","775","FA","CRY 1<br/>@LIV 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066se*","Charles Sagoe Junior","ARS","F","782","FA","ARS 2<br/>@SOU 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rwp*","Charlie Tasker","BHA","D","801","FA","BHA 4<br/>@TOT 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06kwh*","Benjamin Arthur","BRF","D","561","FA","BRF 1<br/>@WOL 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cm7*","Josh Bowler","NOT","M","580","FA","CHE 1<br/>@NOT 0 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05re5*","Carney Chukwuemeka","CHE","M","597","FA","CHE 1<br/>@NOT 0 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*048xg*","Josh Dasilva","BRF","M","607","FA","BRF 1<br/>@WOL 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05tz8*","Emmanuel Dennis","NOT","F","611","FA","CHE 1<br/>@NOT 0 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
