"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","Ros","+/-","GP","Min","G","A","KP","AFKG","APKG","SOT","TkW","DIS","YC","RC","ACNC","Int","CLR","CoS","BS","AER","PKM","PKD","OG","GAO","CS"
"*05ycv*","Hayao Kawabe","WOL","M","620","FA","WOL 1<br/>@LIV 3 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ww4*","Nohan Kenneh","LEE","M","622","FA","LEE 2<br/>@BRF 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06130*","Alex Kirk","ARS","D","623","FA","EVE 1<br/>@ARS 5 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rdy*","Marcel Lavinier","TOT","D","628","FA","TOT 5<br/>@NOR 0 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05vyi*","Marc Leonard","BHA","M","630","FA","WHU 1<br/>@BHA 3 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05oj4*","Emmanuel Longelo","WHU","F","634","FA","WHU 1<br/>@BHA 3 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*054p1*","Brooklyn Lyons-Foster","TOT","D","636","FA","TOT 5<br/>@NOR 0 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r2b*","Anthony Mancini","BUR","M","639","FA","NEW 2<br/>@BUR 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05xts*","Wanya Marcal-Madivadua","LEI","M","640","FA","SOU 1<br/>@LEI 4 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rej*","Dilan Markanday","TOT","F","641","FA","TOT 5<br/>@NOR 0 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*052jy*","Christian Marques","WOL","D","642","FA","WOL 1<br/>@LIV 3 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05x9l*","Xavier Mbuyamba","CHE","D","647","FA","WAT 1<br/>@CHE 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ye3*","Joseph McGlynn","BUR","F","652","FA","NEW 2<br/>@BUR 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05trn*","Jacob Montes","CRY","M","656","FA","MUN 0<br/>@CRY 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05y7b*","Kris Moore","LEE","D","657","FA","LEE 2<br/>@BRF 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uoh*","James Morris","WAT","D","659","FA","WAT 1<br/>@CHE 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qz9*","Ben Nelson","LEI","D","664","FA","SOU 1<br/>@LEI 4 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05alx*","James Norris","LIV","D","666","FA","WOL 1<br/>@LIV 3 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060g4*","Tommi O'Reilly","AVL","M","668","FA","AVL 2<br/>@MCI 3 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060un*","Mazeed Ogungbo","ARS","D","672","FA","EVE 1<br/>@ARS 5 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03man*","Oluwaseyi Ojo","LIV","M","673","FA","WOL 1<br/>@LIV 3 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05y6s*","Armstrong Oko-Flex","WHU","F","674","FA","WHU 1<br/>@BHA 3 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ye8*","Kazeem Olaigbe","SOU","F","676","FA","SOU 1<br/>@LEI 4 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05udu*","Tobi Omole","TOT","D","677","FA","TOT 5<br/>@NOR 0 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05xtp*","Salah-Eddine Oulad M'hand","ARS","M","678","FA","EVE 1<br/>@ARS 5 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05nnt*","Daniel Oyegoke","ARS/BRF","D","679","FA","LEE 2<br/>@BRF 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05udt*","Maksim Paskotsi","TOT","D","680","FA","TOT 5<br/>@NOR 0 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*058vg*","Lewis Richardson","BUR","M","694","FA","NEW 2<br/>@BUR 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*058vc*","Haydon Roberts","BHA","D","695","FA","WHU 1<br/>@BHA 3 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05y58*","Charlie Savage","MUN","M","703","FA","MUN 0<br/>@CRY 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05n3t*","Dynel Simeu","CHE/SOU","D","708","FA","SOU 1<br/>@LEI 4 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05y5c*","Kamarai Simon-Swyer","WHU","F","709","FA","WHU 1<br/>@BHA 3 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r92*","Thierry Small","EVE/SOU","D","713","FA","SOU 1<br/>@LEI 4 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05y9o*","Jude Soonsup-Bell","CHE","F","715","FA","WAT 1<br/>@CHE 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ues*","Kamal Sowah","LEI","M","717","FA","SOU 1<br/>@LEI 4 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05up7*","Robert Street","CRY","F","720","FA","MUN 0<br/>@CRY 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rip*","Thanawat Suengchitthawon","LEI","M","721","FA","SOU 1<br/>@LEI 4 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060fg*","Zak Swanson","ARS","D","722","FA","EVE 1<br/>@ARS 5 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05y5y*","Jonathan Tomkinson","NOR","D","725","FA","TOT 5<br/>@NOR 0 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05vye*","Antef Tsoungui","BHA","D","727","FA","WHU 1<br/>@BHA 3 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05x9j*","Ed Turns","BHA","D","728","FA","WHU 1<br/>@BHA 3 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05y9m*","Charlie Webster","CHE","M","733","FA","WAT 1<br/>@CHE 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ye4*","Jack Wells-Morrison","CRY","M","735","FA","MUN 0<br/>@CRY 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uh1*","Charlie Whitaker","EVE","M","736","FA","EVE 1<br/>@ARS 5 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060gq*","Dylan Williams","CHE","D","740","FA","WAT 1<br/>@CHE 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05y4x*","Max Woltman","LIV","F","743","FA","WOL 1<br/>@LIV 3 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05trf*","Jan Zamburek","BRF","M","745","FA","LEE 2<br/>@BRF 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05t6y*","Hannibal Mejbri","MUN","M","747","FA","MUN 0<br/>@CRY 1 F","-0.25","-0.12","2%","0%","2","66","0","0","0","0","0","1","1","1","2","0","0","0","0","1","0","0","0","0","0","2","0"
"*05ogh*","Harrison Ashby","WHU","D","749","FA","WHU 1<br/>@BHA 3 F","-0.5","-0.5","0%","0%","1","5","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0"
"*058vb*","Cameron Archer","AVL","F","748","FA","AVL 2<br/>@MCI 3 F","-0.5","-0.17","0%","0%","3","22","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0"
"*03yuo*","Keinan Davis","AVL","F","750","FA","AVL 2<br/>@MCI 3 F","-0.5","-0.5","0%","0%","1","10","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04mmw*","Jurgen Locadia","BHA","F","751","FA","WHU 1<br/>@BHA 3 F","-0.5","-0.5","0%","0%","1","21","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rkb*","Isaac Price","EVE","M","752","FA","EVE 1<br/>@ARS 5 F","-0.5","-0.5","0%","0%","1","11","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0"
"*03yqz*","Joe Rodon","TOT","D","754","FA","TOT 5<br/>@NOR 0 F","-1.25","-0.42","26%","-7%","3","85","0","0","0","0","0","0","0","0","0","0","0","0","7","0","1","2","0","0","0","3","0"
"*05uog*","Lewis Dobbin","EVE","F","753","FA","EVE 1<br/>@ARS 5 F","-1.25","-0.42","0%","0%","3","29","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0"
"*05rff*","Jaden Philogene-Bidace","AVL","M","755","FA","AVL 2<br/>@MCI 3 F","-1.5","-1.5","0%","0%","1","3","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qr9*","Morgan Gibbs-White","WOL","M","756","FA","WOL 1<br/>@LIV 3 F","-2","-1","99%","0%","2","5","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"*05roa*","Cody Drameh","LEE","D","758","FA","LEE 2<br/>@BRF 1 F","-3.5","-1.17","0%","0%","3","124","0","0","1","0","0","0","2","0","1","0","1","1","3","2","0","1","0","0","0","6","0"
"*05trr*","Bali Mumba","NOR","D","759","FA","TOT 5<br/>@NOR 0 F","-3.5","-3.5","0%","0%","1","44","0","0","0","0","0","0","1","0","0","0","0","0","5","0","0","0","0","0","0","3","0"
"*02m79*","Ryan Bertrand","LEI","D","760","FA","SOU 1<br/>@LEI 4 F","-5","-1.25","0%","0%","4","337","0","0","0","0","0","0","5","4","1","0","0","1","6","0","3","1","0","0","0","7","0"
"*051kc*","Christoph Zimmermann","NOR","D","761","FA","TOT 5<br/>@NOR 0 F","-5","-1.67","0%","0%","3","155","0","0","0","0","0","1","3","0","0","0","0","1","4","1","0","2","0","0","0","8","0"
"*04fjx*","Sead Kolasinac","ARS","D","763","FA","EVE 1<br/>@ARS 5 F","-6.75","-3.38","0%","0%","2","91","0","0","0","0","0","0","0","0","1","0","0","4","1","0","0","0","0","0","0","5","0"
