"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","Ros","+/-","GP","Min","G","A","KP","AFKG","APKG","SOT","TkW","DIS","YC","RC","ACNC","Int","CLR","CoS","BS","AER","PKM","OG","GAO","CS"
"*04qr4*","Kortney Hause","AVL","D","310","FA","CHE 1<br/>@AVL 2 F","77.25","11.04","0%","0%","7","630","1","0","0","0","0","1","2","0","2","0","0","8","53","0","2","39","0","0","6","3"
"*047l2*","Jeff Hendrick","NEW","M","311","FA","NEW 2<br/>@FUL 0 F","76","3.45","0%","0%","22","1,417","2","1","6","0","0","2","3","15","1","1","2","19","13","9","9","13","0","0","24","3"
"*05gcs*","Sander Berge","SHU","M","312","FA","BUR 0<br/>@SHU 1 F","75.75","5.05","14%","0%","15","1,118","1","1","13","0","0","2","7","13","4","0","2","4","18","20","2","17","0","0","23","0"
"*04sau*","Fabian Balbuena","WHU","D","313","FA","SOU 0<br/>@WHU 3 F","75.25","5.38","0%","0%","14","1,196","1","0","0","0","0","2","12","0","1","1","0","25","62","1","6","21","0","0","19","4"
"*02lzx*","Scott Dann","CRY","D","314","FA","CRY 0<br/>@LIV 2 F","75.25","5.02","0%","0%","15","1,350","1","0","1","0","0","1","4","0","1","0","0","18","57","4","14","51","0","0","24","2"
"*05g2n*","Takumi Minamino","LIV/SOU","F","315","FA","SOU 0<br/>@WHU 3 F","75","3.95","0%","0%","19","997","3","0","5","0","0","8","6","11","1","0","0","6","12","11","1","9","0","0","18","2"
"*043bx*","Michy Batshuayi","CRY","F","316","FA","CRY 0<br/>@LIV 2 F","74.75","4.15","0%","0%","18","714","2","1","9","0","1","6","3","22","0","0","1","4","5","11","1","10","0","0","15","2"
"*048xm*","Josh Maja","SUN/FUL","F","317","FA","NEW 2<br/>@FUL 0 F","74.5","4.97","-","-","15","797","3","0","7","0","0","8","4","13","0","0","0","4","1","8","1","12","0","0","9","5"
"*02m7w*","David Luiz","ARS","D","318","FA","BHA 0<br/>@ARS 2 F","72.75","3.64","0%","0%","20","1,393","1","0","2","0","0","2","9","2","1","1","0","16","49","3","9","35","0","0","18","3"
"*04qfy*","Ricardo Pereira","LEI","D","319","Tim O","TOT 4<br/>@LEI 2 F","72.25","4.82","0%","0%","15","950","0","1","10","0","0","4","22","16","3","0","4","15","19","14","1","11","0","0","19","2"
"*04qos*","Issa Diop","WHU","D","321","FA","SOU 0<br/>@WHU 3 F","71","3.94","2%","+1%","18","1,379","2","0","1","0","0","2","14","2","3","0","0","22","58","3","22","24","0","1","22","2"
"*05r8w*","Willian Jose","WOL","F","320","FA","MUN 2<br/>@WOL 1 F","71","4.18","-","-","17","1,098","1","0","12","0","1","7","1","13","0","0","1","1","12","8","1","26","0","0","13","5"
"*03yrr*","Mohamed Elneny","ARS","M","322","FA","BHA 0<br/>@ARS 2 F","68.5","2.98","0%","0%","23","1,533","1","0","4","0","0","3","6","4","3","0","0","24","20","4","4","8","0","0","20","5"
"*02opl*","Jack Cork","BUR","M","323","FA","BUR 0<br/>@SHU 1 F","68.25","4.27","0%","0%","16","1,349","0","0","8","0","0","0","10","13","2","0","1","16","19","5","4","33","0","0","24","4"
"*02lof*","Ryan Fredericks","WHU","D","324","FA","SOU 0<br/>@WHU 3 F","67.75","4.84","0%","0%","14","560","1","1","12","0","0","2","5","3","2","0","6","11","19","3","2","8","0","0","9","1"
"*037sc*","Erik Lamela","TOT","M","325","FA","TOT 4<br/>@LEI 2 F","67.75","2.95","0%","0%","23","687","1","0","9","0","0","9","9","13","4","1","0","6","1","25","1","6","0","0","17","1"
"*03pig*","Jamaal Lascelles","NEW","D","326","FA","NEW 2<br/>@FUL 0 F","67.5","3.55","0%","0%","19","1,626","2","0","3","0","0","3","7","1","4","0","0","12","84","4","17","47","0","0","32","2"
"*05gco*","Pablo Mari","ARS","D","327","FA","BHA 0<br/>@ARS 2 F","67.5","6.75","0%","0%","10","900","0","0","2","0","0","0","9","0","2","0","0","9","29","3","7","27","0","0","8","4"
"*03mml*","Dele Alli","TOT","M","328","CFPL","TOT 4<br/>@LEI 2 F","67.25","4.48","0%","0%","15","609","0","1","9","0","0","4","11","16","0","0","2","7","3","11","0","8","0","0","9","3"
"*032ab*","Erik Pieters","BUR","D","329","FA","BUR 0<br/>@SHU 1 F","66.25","3.31","0%","0%","20","1,258","0","1","5","0","1","3","21","10","1","0","0","12","27","6","9","13","0","1","19","3"
"*051l3*","Kean Bryan","SHU","D","330","FA","BUR 0<br/>@SHU 1 F","65.5","5.04","0%","0%","13","1,003","1","0","4","0","0","1","10","1","1","0","2","13","35","3","10","31","0","1","17","2"
"*05746*","Emil Krafth","NEW","D","332","FA","NEW 2<br/>@FUL 0 F","64.5","4.03","0%","0%","16","1,286","1","0","6","0","0","3","8","4","4","0","3","15","46","3","9","26","0","0","27","5"
"*058vf*","Steven Alzate","BHA","M","331","FA","BHA 0<br/>@ARS 2 F","64.5","4.3","0%","0%","15","891","1","0","11","0","0","2","8","9","2","0","1","8","9","8","1","7","0","0","17","5"
"*04k4j*","Aaron Connolly","BHA","F","333","FA","BHA 0<br/>@ARS 2 F","62.25","3.66","0%","0%","17","783","2","1","6","0","0","9","3","8","0","0","0","0","1","5","0","7","0","0","17","1"
"*05795*","Dennis Praet","LEI","M","334","FA","TOT 4<br/>@LEI 2 F","62.25","4.15","0%","0%","15","721","1","1","7","0","0","2","7","9","0","0","4","7","3","6","2","2","0","0","11","4"
"*03tj9*","Xherdan Shaqiri","LIV","M","335","FA","CRY 0<br/>@LIV 2 F","62","4.43","0%","0%","14","545","0","2","19","0","0","0","4","7","2","0","5","2","0","6","0","2","0","0","7","2"
"*02lkj*","Jack Robinson","SHU","D","336","FA","BUR 0<br/>@SHU 1 F","61","5.55","0%","0%","11","875","0","1","1","0","1","0","6","2","3","0","0","9","41","3","4","32","0","0","11","2"
"*02m54*","Romaine Sawyers","WBA","M","337","FA","WBA 1<br/>@LEE 3 F","61","3.21","0%","0%","19","1,489","0","0","6","0","0","0","18","10","2","0","1","18","10","8","4","13","0","1","42","1"
"*05m46*","Luke Thomas","LEI","D","338","FA","TOT 4<br/>@LEI 2 F","61","4.36","0%","0%","14","964","1","0","7","0","0","3","14","12","2","0","3","17","19","6","2","20","0","0","18","1"
"*04ge9*","Eddie Nketiah","ARS","F","339","FA","BHA 0<br/>@ARS 2 F","60.25","3.54","3%","0%","17","411","2","1","8","0","0","5","1","5","0","0","1","0","5","7","0","7","0","0","6","1"
"*05oji*","Rhys Williams","LIV","D","340","JLINGZ","CRY 0<br/>@LIV 2 F","59.75","6.64","0%","0%","9","658","0","0","2","0","0","0","4","0","0","0","0","6","26","0","3","30","0","0","6","3"
"*03yqz*","Joe Rodon","SWA/TOT","D","342","FA","TOT 4<br/>@LEI 2 F","58.25","4.85","26%","-7%","12","732","0","0","0","0","0","0","9","0","0","0","0","21","35","0","8","22","0","0","12","2"
"*05os3*","Ibrahima Diallo","SOU","M","341","FA","SOU 0<br/>@WHU 3 F","58.25","2.65","0%","0%","22","1,004","0","0","9","0","0","1","16","15","3","0","1","10","12","10","1","10","0","0","22","3"
"*03sd5*","Manuel Lanzini","WHU","M","343","FA","SOU 0<br/>@WHU 3 F","58","3.41","0%","0%","17","553","1","1","11","0","0","3","2","9","1","0","1","7","5","6","0","2","0","0","5","2"
"*05l0f*","Nathan Tella","SOU","M","344","Noah B","SOU 0<br/>@WHU 3 F","57.5","3.19","0%","0%","18","729","1","1","6","0","1","8","5","23","2","0","2","3","2","11","0","1","0","0","11","2"
"*04c3c*","Rhian Brewster","LIV/SHU","F","345","FA","BUR 0<br/>@SHU 1 F","56.5","2.09","0%","0%","27","1,109","0","0","11","0","0","8","5","18","1","0","3","5","4","8","2","14","0","0","16","2"
"*04t92*","Alireza Jahanbakhsh","BHA","F","346","FA","BHA 0<br/>@ARS 2 F","55.75","2.65","0%","0%","21","515","0","1","10","0","0","3","7","7","3","0","4","8","1","11","0","5","0","0","9","1"
"*05rak*","Ozan Kabak","LIV","D","347","FA","CRY 0<br/>@LIV 2 F","55.25","6.14","0%","0%","9","801","0","0","1","0","0","0","10","3","3","0","0","12","27","3","2","26","0","0","9","3"
"*043by*","Nampalys Mendy","LEI","M","348","FA","TOT 4<br/>@LEI 2 F","54.25","2.36","0%","0%","23","1,451","0","1","5","0","0","2","17","11","5","0","0","14","7","6","1","8","0","0","25","4"
"*02oq7*","Jack Stephens","SOU","D","349","FA","SOU 0<br/>@WHU 3 F","54","3","0%","0%","18","1,537","0","0","6","0","0","3","19","5","2","0","0","28","57","2","14","20","0","0","39","4"
"*05oeg*","Vitinha","WOL","M","350","FA","MUN 2<br/>@WOL 1 F","53.25","2.8","0%","0%","19","503","0","1","12","0","0","4","3","3","0","0","1","3","1","8","0","0","0","0","8","0"
"*05o2l*","Donny van de Beek","MUN","M","351","FA","MUN 2<br/>@WOL 1 F","52.75","2.78","0%","0%","19","507","1","1","3","0","1","1","10","8","1","0","0","6","6","8","1","2","0","0","12","0"
"*04u6m*","Bernard","EVE","M","352","FA","EVE 0<br/>@MCI 5 F","51.5","4.29","0%","0%","12","443","1","0","10","0","0","2","3","11","2","0","3","8","5","10","0","0","0","0","7","2"
"*02m7z*","Juan Mata","MUN","M","353","FA","MUN 2<br/>@WOL 1 F","51","5.67","0%","0%","9","508","1","2","8","0","0","4","0","6","0","0","1","3","3","2","0","1","0","0","6","1"
"*04qr9*","Morgan Gibbs-White","WOL","M","357","FA","MUN 2<br/>@WOL 1 F","49.25","4.48","99%","0%","11","400","1","0","8","0","0","4","7","5","1","0","0","3","1","8","0","2","0","0","6","0"
"*03r9c*","Cedric Soares","ARS","D","354","FA","BHA 0<br/>@ARS 2 F","49.25","4.92","0%","0%","10","743","0","1","6","0","0","2","8","9","1","0","8","8","14","5","1","7","0","0","11","2"
"*03yuo*","Keinan Davis","AVL","F","355","FA","CHE 1<br/>@AVL 2 F","49.25","3.28","0%","0%","15","257","1","1","6","0","0","2","1","4","0","0","1","0","2","9","0","18","0","0","1","1"
"*0329o*","Dwight Gayle","NEW","F","356","FA","NEW 2<br/>@FUL 0 F","49.25","2.74","0%","0%","18","492","1","1","6","0","0","7","0","1","0","0","1","1","2","1","1","11","0","0","9","0"
"*02t1p*","Billy Sharp","SHU","F","358","FA","BUR 0<br/>@SHU 1 F","49.25","3.08","0%","0%","16","722","3","0","4","0","0","6","1","16","1","0","1","0","2","5","0","12","0","0","15","0"
"*055se*","Marvelous Nakamba","AVL","M","360","FA","CHE 1<br/>@AVL 2 F","49","3.77","0%","0%","13","747","0","0","2","0","0","1","14","2","3","0","0","17","8","4","5","6","0","0","6","4"
"*02lor*","Jake Livermore","WBA","M","361","FA","WBA 1<br/>@LEE 3 F","48.5","2.69","0%","0%","18","1,243","0","0","5","0","0","0","18","7","2","1","1","16","24","2","6","12","0","1","33","1"
"*03rle*","Christian Fuchs","LEI","D","362","FA","TOT 4<br/>@LEI 2 F","47.75","5.31","0%","0%","9","702","0","0","1","0","0","0","7","1","4","0","1","16","30","0","4","20","0","0","9","3"
"*04ymz*","Karlan Grant","HUD/WBA","F","363","FA","WBA 1<br/>@LEE 3 F","47.5","2.26","0%","0%","21","1,123","1","0","3","0","0","9","3","17","1","0","0","5","15","9","0","14","0","0","26","3"
"*05n5p*","Mohammed Salisu","SOU","D","364","FA","SOU 0<br/>@WHU 3 F","47.5","3.96","0%","0%","12","837","0","0","2","0","0","1","21","7","1","0","0","17","29","9","5","21","0","0","19","0"
"*02w3x*","Pablo Hernandez","LEE","M","365","FA","WBA 1<br/>@LEE 3 F","47.25","2.95","0%","0%","16","409","0","2","6","1","0","3","3","1","1","0","0","0","0","10","0","0","0","0","6","1"
"*051kd*","Jamal Lewis","NEW","D","366","FA","NEW 2<br/>@FUL 0 F","47","1.96","0%","0%","24","1,832","0","1","14","0","0","1","20","13","4","0","13","11","36","12","7","10","0","0","37","3"
"*02llb*","James McCarthy","CRY","M","367","FA","CRY 0<br/>@LIV 2 F","46.5","2.91","0%","0%","16","815","0","0","5","0","0","0","12","1","1","0","2","8","11","2","7","9","0","0","15","2"
"*04u6o*","Joe Bryan","FUL","D","368","FA","NEW 2<br/>@FUL 0 F","46.25","2.89","0%","0%","16","659","1","0","5","0","1","2","8","3","2","0","6","14","11","14","2","6","0","0","17","0"
"*04tig*","Fabian Schar","NEW","D","369","FA","NEW 2<br/>@FUL 0 F","46","2.56","28%","0%","18","1,242","1","0","0","0","0","5","4","5","4","1","0","27","51","7","12","16","0","0","21","2"
"*03hvn*","Javier Manquillo","NEW","D","370","FA","NEW 2<br/>@FUL 0 F","45","3.46","0%","0%","13","821","0","0","5","0","0","0","14","7","1","0","6","9","14","1","1","14","0","0","15","3"
"*05oid*","Cengiz Under","LEI","M","371","FA","TOT 4<br/>@LEI 2 F","43.25","4.81","0%","0%","9","271","0","2","6","0","0","1","1","9","0","0","3","2","0","15","0","0","0","0","5","0"
"*02ljq*","Andy Carroll","NEW","F","372","FA","NEW 2<br/>@FUL 0 F","41.75","2.32","0%","0%","18","377","1","0","2","0","0","2","1","3","1","0","0","0","14","2","0","52","0","0","8","1"
"*02ooq*","Hal Robson-Kanu","WBA","F","373","FA","WBA 1<br/>@LEE 3 F","41.25","2.17","0%","0%","19","532","2","0","5","0","0","6","1","16","2","0","0","2","7","6","0","11","0","0","12","0"
"*02y6o*","Nathan Ake","MCI","D","374","FA","EVE 0<br/>@MCI 5 F","40.75","4.08","24%","+1%","10","796","1","0","1","0","0","1","5","1","4","0","0","9","22","0","1","24","0","0","13","3"
"*04rhe*","Naby Keita","LIV","M","375","FA","CRY 0<br/>@LIV 2 F","40.75","4.08","0%","0%","10","521","0","0","6","0","0","2","5","8","1","0","1","9","5","8","0","4","0","0","8","2"
"*05747*","Jimmy Dunne","BUR","D","376","FA","BUR 0<br/>@SHU 1 F","40.25","13.42","0%","0%","3","270","1","0","2","0","0","1","3","1","1","0","0","6","16","1","2","23","0","0","6","0"
"*0435u*","Eric Bailly","MUN","D","378","FA","MUN 2<br/>@WOL 1 F","37.25","3.1","0%","0%","12","914","0","0","0","0","0","0","5","0","3","0","0","13","36","4","11","24","0","0","17","3"
"*05r37*","Jakub Moder","BHA","M","379","FA","BHA 0<br/>@ARS 2 F","37","3.08","0%","0%","12","640","0","0","3","0","0","3","7","10","0","0","1","3","7","9","1","7","0","0","10","2"
"*051k3*","Jacob Ramsey","AVL","M","380","FA","CHE 1<br/>@AVL 2 F","36.5","1.66","12%","+1%","22","600","0","0","6","0","0","1","5","12","0","0","2","4","5","7","6","7","0","0","10","2"
"*05ojf*","Fabio Carvalho","FUL","M","381","JLINGZ","NEW 2<br/>@FUL 0 F","35.75","8.94","4%","0%","4","253","1","0","2","0","0","5","6","9","0","0","0","1","0","8","0","1","0","0","6","0"
"*04mcg*","Ben Johnson","WHU","D","382","FA","SOU 0<br/>@WHU 3 F","34.75","2.48","0%","0%","14","507","1","0","4","0","0","1","5","6","1","0","3","11","6","4","1","6","0","0","10","1"
"*05o8j*","Marcal","WOL","D","384","FA","MUN 2<br/>@WOL 1 F","34.5","2.65","0%","0%","13","617","0","0","4","0","0","0","5","2","2","0","1","12","19","7","2","11","0","0","9","1"
"*02onj*","Mark Noble","WHU","M","385","FA","SOU 0<br/>@WHU 3 F","32.25","1.54","0%","0%","21","695","0","0","5","0","0","0","4","6","1","0","2","13","3","2","3","3","0","0","15","0"
"*02t1k*","Nathaniel Clyne","LIV/CRY","D","386","FA","CRY 0<br/>@LIV 2 F","31.75","2.44","1%","0%","13","1,146","0","1","4","0","0","1","10","2","2","0","5","18","21","4","2","4","0","0","22","2"
"*03bwz*","Harry Winks","TOT","M","387","FA","TOT 4<br/>@LEI 2 F","31.75","2.12","0%","0%","15","854","0","0","4","0","0","1","9","3","5","0","1","11","11","4","4","7","0","0","16","1"
"*03ysm*","Daniel Amartey","LEI","D","388","FA","TOT 4<br/>@LEI 2 F","31.25","2.6","0%","0%","12","715","1","0","0","0","0","1","7","3","2","0","0","12","24","1","4","19","0","0","12","0"
"*02t1i*","Robert Snodgrass","WHU/WBA","M","389","FA","WBA 1<br/>@LEE 3 F","31.25","2.84","0%","0%","11","526","0","0","3","0","0","1","12","4","2","0","3","1","12","4","2","9","0","0","14","0"
"*02lz9*","Alex Oxlade-Chamberlain","LIV","M","391","FA","CRY 0<br/>@LIV 2 F","30","2.31","0%","0%","13","235","1","1","2","0","0","4","0","5","0","0","0","2","0","1","0","4","0","0","6","0"
"*05a6e*","Neco Williams","LIV","D","392","FA","CRY 0<br/>@LIV 2 F","29.5","4.92","98%","0%","6","247","0","0","3","0","0","0","5","3","1","0","1","6","4","5","1","3","0","0","1","1"
"*04ym3*","Ian Poveda-Ocampo","LEE","F","393","FA","WBA 1<br/>@LEE 3 F","28.25","2.02","0%","0%","14","339","0","0","5","0","0","3","4","16","0","0","2","1","2","12","1","0","0","0","5","0"
"*05n05*","Jamie Shackleton","LEE","M","394","FA","WBA 1<br/>@LEE 3 F","28","2.15","0%","0%","13","453","0","0","2","0","0","0","6","1","0","0","1","9","2","3","1","0","0","0","11","1"
"*04tsd*","Japhet Tanganga","TOT","D","395","FA","TOT 4<br/>@LEI 2 F","26.75","4.46","0%","0%","6","486","0","0","1","0","0","1","4","5","2","0","1","3","13","9","5","12","0","0","8","2"
"*04tcc*","Jonny","WOL","D","396","FA","MUN 2<br/>@WOL 1 F","26.5","3.79","0%","0%","7","494","0","0","2","0","0","0","5","7","0","0","0","9","7","3","3","5","0","0","4","1"
"*05opn*","Carlos Vinicius","TOT","F","397","FA","TOT 4<br/>@LEI 2 F","25.25","2.81","0%","0%","9","301","1","0","2","0","0","4","1","7","2","0","0","2","5","3","0","14","0","0","2","1"
"*04s1e*","Andriy Yarmolenko","WHU","F","399","FA","SOU 0<br/>@WHU 3 F","23.75","1.58","0%","0%","15","357","0","1","5","0","0","2","4","10","3","0","3","1","1","6","0","5","0","0","7","1"
"*05afk*","Owen Otasowie","WOL","M","398","FA","MUN 2<br/>@WOL 1 F","23.75","3.96","-","-","6","186","0","1","2","0","0","0","5","3","1","0","0","3","4","3","1","8","0","0","6","0"
"*05r8o*","Jean-Philippe Mateta","CRY","F","401","FA","CRY 0<br/>@LIV 2 F","23.25","3.32","93%","-2%","7","210","1","0","1","0","0","2","1","5","0","0","0","0","2","3","0","13","0","0","4","0"
"*04yjx*","Ki-Jana Hoever","LIV/WOL","D","400","FA","MUN 2<br/>@WOL 1 F","23.25","1.94","1%","0%","12","569","0","0","3","0","0","0","6","6","1","0","2","9","22","13","0","6","0","0","11","0"
"*052ju*","Matty Longstaff","NEW","M","403","FA","NEW 2<br/>@FUL 0 F","22.75","4.55","0%","0%","5","376","0","0","2","0","0","0","2","1","0","0","2","7","2","2","0","5","0","0","8","1"
"*05s00*","Daniel Jebbison","SHU","F","404","FA","BUR 0<br/>@SHU 1 F","20.75","5.19","0%","0%","4","282","1","0","1","0","0","2","2","5","0","0","0","1","0","2","1","5","0","0","2","2"
"*05ogb*","Anthony Elanga","MUN","F","405","FA","MUN 2<br/>@WOL 1 F","20.25","10.12","36%","-1%","2","155","1","0","1","0","0","1","2","2","0","0","1","1","1","3","1","1","0","0","2","0"
"*02rn6*","James Tomkins","CRY","D","406","FA","CRY 0<br/>@LIV 2 F","20","2.5","0%","0%","8","550","0","0","1","0","0","1","2","0","1","0","0","4","43","0","3","12","0","0","12","2"
"*04lax*","Hamza Choudhury","LEI","M","407","FA","TOT 4<br/>@LEI 2 F","19.75","1.98","0%","0%","10","309","0","0","0","0","0","1","7","0","1","0","0","4","7","0","1","6","0","0","2","2"
"*05r34*","Amad Diallo","MUN","F","408","FA","MUN 2<br/>@WOL 1 F","18.75","6.25","95%","0%","3","164","0","1","2","0","0","1","3","5","0","0","0","0","1","5","1","1","0","0","3","0"
"*03vlj*","Virgil van Dijk","LIV","D","410","FA","CRY 0<br/>@LIV 2 F","18","3.6","100%","0%","5","371","1","0","0","0","0","2","2","0","1","0","0","5","8","0","1","12","0","0","11","1"
"*02lm3*","Fabian Delph","EVE","M","411","FA","EVE 0<br/>@MCI 5 F","17.25","2.16","0%","0%","8","258","0","0","2","0","0","0","2","0","1","0","0","4","7","7","0","0","0","0","6","0"
"*03dxa*","Kevin Long","BUR","D","412","FA","BUR 0<br/>@SHU 1 F","16.75","2.09","0%","0%","8","635","0","0","1","0","0","0","6","0","2","0","0","6","24","0","7","18","0","0","13","1"
"*04mqv*","Emerson","CHE","D","414","FA","CHE 1<br/>@AVL 2 F","16.5","8.25","0%","0%","2","89","0","0","0","0","0","0","3","0","0","0","1","1","6","0","0","3","0","0","0","1"
"*05o8n*","Max Lowe","SHU","D","413","FA","BUR 0<br/>@SHU 1 F","16.5","2.06","0%","0%","8","550","0","0","2","0","0","1","11","4","1","0","1","5","6","7","4","5","0","0","10","0"
"*052cc*","Billy Gilmour","CHE","M","415","FA","CHE 1<br/>@AVL 2 F","16","3.2","0%","0%","5","258","0","0","3","0","0","0","2","0","0","0","0","3","1","1","2","2","0","0","2","1"
"*04e1h*","Dale Stephens","BHA/BUR","M","417","FA","BUR 0<br/>@SHU 1 F","15.75","2.25","0%","0%","7","256","0","0","0","0","0","0","6","5","1","0","0","8","1","1","0","5","0","0","4","0"
"*04spm*","Percy Tau","BHA","F","418","FA","BHA 0<br/>@ARS 2 F","15.75","5.25","-","-","3","99","0","1","3","0","0","0","1","1","0","0","0","0","0","3","0","0","0","0","2","0"
"*04aml*","Kamil Grosicki","WBA","M","419","FA","WBA 1<br/>@LEE 3 F","15.5","5.17","0%","0%","3","147","0","1","3","0","0","0","1","1","0","0","0","2","1","0","0","0","0","0","5","0"
"*05mzy*","Gaetano Berardi","LEE","D","420","FA","WBA 1<br/>@LEE 3 F","14.5","7.25","0%","0%","2","112","0","0","0","0","0","0","2","0","0","0","0","1","2","0","1","4","0","0","0","1"
"*03azt*","Josh Onomah","FUL","M","421","FA","NEW 2<br/>@FUL 0 F","13.75","1.25","0%","0%","11","366","0","0","1","0","0","1","8","9","1","0","0","2","1","2","2","4","0","0","12","0"
"*03r93*","Joseph Gomez","LIV","D","422","FA","CRY 0<br/>@LIV 2 F","12.5","1.79","3%","+1%","7","590","0","0","1","0","0","0","2","3","0","0","0","4","28","4","2","21","0","0","14","0"
"*04idk*","Davy Propper","BHA","M","423","FA","BHA 0<br/>@ARS 2 F","12.5","1.79","0%","0%","7","207","0","0","0","0","0","2","5","5","0","0","0","1","0","2","0","3","0","0","2","0"
"*03pie*","Divock Origi","LIV","F","425","FA","CRY 0<br/>@LIV 2 F","11.75","1.31","0%","0%","9","176","0","0","2","0","0","2","2","5","0","0","1","1","2","0","1","3","0","0","0","1"
"*0436h*","Lys Mousset","SHU","F","426","FA","BUR 0<br/>@SHU 1 F","11.5","1.05","0%","0%","11","284","0","0","3","0","0","2","0","9","0","0","0","0","1","4","0","4","0","0","10","0"
"*05opi*","Andi Zeqiri","BHA","F","427","FA","BHA 0<br/>@ARS 2 F","11","1.22","-","-","9","158","0","0","1","0","0","2","2","1","0","0","1","0","2","1","0","2","0","0","2","0"
"*05r98*","Morgan Sanson","AVL","M","428","FA","CHE 1<br/>@AVL 2 F","10.25","1.14","0%","0%","9","282","0","0","1","0","0","0","4","3","3","0","1","4","1","4","0","5","0","0","4","1"
"*02lyr*","Kieran Gibbs","WBA","D","429","FA","WBA 1<br/>@LEE 3 F","9.5","0.95","0%","0%","10","810","0","0","4","0","0","0","11","1","1","1","3","16","27","2","6","9","0","0","22","0"
"*02m7r*","Branislav Ivanovic","CHE/WBA","D","430","FA","WBA 1<br/>@LEE 3 F","8.75","0.67","0%","0%","13","765","0","0","1","0","0","1","5","0","2","0","0","8","25","0","5","13","0","0","19","2"
"*0554t*","William Smallbone","SOU","M","431","FA","SOU 0<br/>@WHU 3 F","8.5","2.83","0%","0%","3","172","0","0","0","0","0","1","3","2","0","0","0","2","1","0","0","2","0","0","5","0"
"*03wph*","Kyle Edwards","WBA","M,F","432","FA","WBA 1<br/>@LEE 3 F","8.25","1.65","0%","0%","5","113","0","0","1","0","0","1","2","1","0","0","0","1","0","1","0","0","0","0","3","0"
"*02lnf*","Joshua King","BOU/EVE","F","433","FA","EVE 0<br/>@MCI 5 F","8","0.73","0%","0%","11","128","0","0","0","0","0","1","1","6","0","0","0","1","1","4","0","5","0","0","2","0"
"*04mks*","Terence Kongolo","HUD/FUL","D","435","FA","NEW 2<br/>@FUL 0 F","7.5","7.5","0%","0%","1","90","0","0","0","0","0","0","2","0","0","0","1","2","2","0","0","3","0","0","1","0"
"*04ymr*","Josh Benson","BUR","M","434","FA","BUR 0<br/>@SHU 1 F","7.5","1.25","-","-","6","260","0","0","0","0","0","0","1","4","0","0","0","3","2","2","0","2","0","0","7","1"
"*02m5c*","Phil Bardsley","BUR","D","436","FA","BUR 0<br/>@SHU 1 F","6.5","1.62","0%","0%","4","272","0","0","0","0","0","0","5","1","2","0","2","6","12","3","1","7","0","0","8","0"
"*02m6x*","Tim Ream","FUL","D","437","FA","NEW 2<br/>@FUL 0 F","6.25","0.89","0%","0%","7","630","0","0","0","0","0","0","5","1","0","0","0","6","23","1","5","11","0","0","13","0"
"*0554s*","Daniel N'Lundulu","SOU","F","442","FA","SOU 0<br/>@WHU 3 F","5.5","0.42","0%","0%","13","97","0","0","1","0","0","0","0","2","0","0","0","0","2","2","0","5","0","0","1","0"
"*052k4*","Theo Corbeanu","WOL","F","441","FA","MUN 2<br/>@WOL 1 F","5.5","5.5","-","-","1","7","0","0","1","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0"
"*051l0*","Jack O'Connell","SHU","D","443","FA","BUR 0<br/>@SHU 1 F","5.25","2.62","0%","0%","2","180","0","0","0","0","0","0","1","0","0","0","0","2","7","0","3","5","0","0","3","0"
"*0554h*","Sidnei Tavares","LEI","M","446","FA","TOT 4<br/>@LEI 2 F","3.5","1.75","-","-","2","83","0","0","0","0","0","1","1","3","0","0","0","0","0","1","1","1","0","0","1","0"
"*04ge8*","Reiss Nelson","ARS","F","447","FA","BHA 0<br/>@ARS 2 F","3.25","1.62","9%","0%","2","70","0","0","0","0","0","0","0","2","0","0","2","1","1","1","0","0","0","0","0","0"
"*05re5*","Carney Chukwuemeka","AVL","M","448","FA","CHE 1<br/>@AVL 2 F","3","1.5","0%","0%","2","17","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0"
"*059j3*","Brandon Williams","MUN","D","449","FA","MUN 2<br/>@WOL 1 F","2.75","0.69","0%","0%","4","187","0","0","1","0","0","1","0","1","0","0","1","1","4","2","0","0","0","0","3","0"
"*05oel*","Niels Nkounkou","EVE","D","450","FA","EVE 0<br/>@MCI 5 F","2.25","1.12","0%","0%","2","80","0","0","0","0","0","0","3","1","1","0","1","0","4","2","0","0","0","0","1","0"
"*04itp*","Jose Izquierdo","BHA","F","452","FA","BHA 0<br/>@ARS 2 F","2","2","0%","0%","1","7","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03m5e*","Jonjoe Kenny","EVE","D","453","FA","EVE 0<br/>@MCI 5 F","2","0.5","0%","0%","4","79","0","0","0","0","0","0","1","0","0","0","1","1","2","0","0","0","0","0","1","0"
"*051wl*","Wesley","AVL","F","454","FA","CHE 1<br/>@AVL 2 F","2","0.67","0%","0%","3","13","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"*05r94*","Iliman Ndiaye","SHU","M","456","FA","BUR 0<br/>@SHU 1 F","1.25","1.25","99%","0%","1","10","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0"
